dialog,emotion
다들 성적에 맞춰서 진로를 결정하래. 왜 그래야 하지?,5
다들 승진을 했는데 나만 못 해서 가족들에게 너무 미안해.,5
다들 여자친구만 잘 사귀는데 나만 안 될 건 뭐야?,5
다들 직장에 다니고 자기 돈 벌면서 살고 있는데 친구 한 명만 아직도 백수야.,5
다들 진로를 이미 정했는데 나는 정하지 못해서 부끄러워.,5
다들 취업을 하는데 나만 낙오된 것 같아.,5
다른 사람들 시선 때문에 여자친구가 학교에서 스킨쉽을 못하게 했더니 서운해해.,5
다른 사람들 앞에서 혼나서 너무 부끄러워.,5
다른 사람들 의견에 항상 휘둘리고 내 의견을 관철하지 못해서 속상해.,5
다른 사람들과 어울리는 게 힘들어.,5
다른 사람들은 다 연애를 하는데 나만 아직도 연애를 못 해봤어.,5
다른 사람들은 다 취직했는데 나만 백수야.,5
다른 사람들이 소셜 네트워크 서비스에 올린 글이나 사진들을 보면 나만 재미없게 사는 것 같아.,5
다른 여자들이 고백할 때마다 부담스럽고 외롭지만 받고 싶지는 않아.,5
다른 여자랑 길을 걷다가 아내를 봐서 나도 모르게 숨어버렸어. 오해하면 어떡하지?,5
다른 직원들 퇴근한 뒤 밀린 업무 하느라 선생님과 단둘이 야근하게 되어 당황스러워.,5
다른 직장 친구들과 비교해 보면 내 능력이 형편없다는 생각이 들어.,5
다른 친구들은 다 결혼했는데 나는 연애도 못 하고 내가 한심해.,5
다른 친구들은 다 결혼했는데 나는 왜 결혼을 못할까?,5
다른 친구들은 다 취직됐는데 나만 안 되었어.,5
다른 친구들은 여자친구랑 사이가 좋다는데 나만 사이가 안 좋은 것 같아. 괜히 열등감이 느껴져.,5
다른 친구들은 취직이 잘 되는데 왜 나만 안 되는 걸까. 이젠 열등감까지 들어.,5
다른 학교에서 스카우트 제의를 받았는데 어떻게 해야 할지 모르겠어.,5
다음 달에 결혼식이 있어. 그런데 연기될 수도 있다고 해. 너무 당황스러워.,5
다음 달에 결혼을 하는데 생각보다 하객이 너무 적을 것 같아서 당황스러워.,5
다음 달에 졸업식이 있는데 막상 졸업하려니 어떻게 해야 할지 모르겠고 당황스럽네.,5
다음 달이 공채 시험인데 아직 마무리를 못 했어. 내 계산으론 이 진도면 마무리가 된다고 생각했는데.,5
다음 주에 결혼식을 올려서 다시 한번 골라놨던 웨딩드레스를 입어 보러 갔어.,5
다음 주에 내가 우리 반 학생들 앞에서 중요한 발표를 하게 됐어. 나는 무대 공포증이 있는데 큰일이야.,5
다이어트를 한다면서 계속 못 참고 먹는 언니가 한심해.,5
달리기를 잘한다고 체육대회 때 계주로 뽑혔어. 하지만 나는 주목 받기 싫어.,5
달리기를 잘한다고 체육대회 때 계주로 뽑혔어. 하지만 나는 주목받기 싫어.,5
담임선생님께 친구를 괴롭혀 곤란하게 했던 것이 너무 죄송해.,5
담임선생님이 내가 지원하는 과에 안 어울린다고 하셔서 고민이야.,5
당분간 우리 집에서 할머니랑 할아버지가 같이 사신대. 너무 당황스럽네.,5
당연히 내 편 일거라고 생각한 친구가 갑자기 나를 배신하고 나에 대한 욕을 하고 다녀서 그 친구가 너무 미워.,5
당황스러운 일이 생겼어. 어떻게 하면 좋을지 모르겠네.,5
당황스럽네. 여자친구랑 대화하다가 갑자기 집에 가버렸어.,5
대기업 채용 일정이 다음 달로 미루어졌대.,5
대기업이 아니라 친척들이 어떤 학교에서 근무하냐고 물어보면 대답하기 민망해.,5
대뜸 사람들 앞에서 사랑한다고 얘기하는 여자 친구 때문에 당황했어.,5
대인관계가 혐오스러워.,5
대인관계를 잘 유지하지 못하고 있는 것 같아서 한심한 것 같아.,5
대표님께서 내일부터 당장 학교에 나오지 말라고 하셨어.,5
대학 대신에 프로게이머가 된다는 오빠가 답답하고 화가 나.,5
대학 동기가 갑자기 내 인스타그램 계정을 언팔로우했어.,5
대학 동기가 수업 들을 때 꼭 같이 가자고 하는데 지각을 해서 나한테 피해를 줘.,5
대학 동기들이 거의 다 결혼을 했는데 나만 못했어. 내가 다른 사람들보다 잘나지 못한 걸까?,5
대학 동기들이 날 슬슬 피하는 거 같길래 무슨 일인가 했더니 어떤 녀석이 맨날 내 욕을 하고 다닌다네.,5
대학 졸업한 지가 몇 년이 지났는데 아직도 공부만 하고 있어서 부모님께 죄송해.,5
대학교 때 알게 된 동아리 후배가 몇 년 만에 연락이 와서 돈을 빌려 달래.,5
대학교 시절 같이 취업 스터디 한 사람들을 만나고 왔는데 기분이 별로 안 좋아,5
대학교 입학해서 설렜는데 요즘 자꾸 친구들을 의식하게 돼.,5
대학교 진학을 앞두고 남의 시선을 의식하게 돼.,5
대학교를 자퇴하고 싶어.,5
대학에 가니까 친구를 어떻게 사귀어야 할지 모르겠어. 혼자 다니니까 너무 외로워.,5
대학에 떨어지니 내가 혐오스럽게 느껴져.,5
대학을 갈지 공무원 준비를 할지 너무 혼란스러워서 고민이야.,5
더 이상 학교가기 싫다.,5
더 좋은 학교로 가고 싶어.,5
데이트 폭력 하는 남자 너무 혐오스러워.,5
도대체 취업은 어떻게 하는 거야?,5
도저히 결혼하는 게 자신이 없어. 그냥 혼자 살아야 할 것 같아.,5
독서실 다닌다고 받은 돈을 다른 곳에 썼는데 독서실에 잘 다녀오라면서 용돈을 더 주셔서 당황스러워.,5
돈 때문에 사랑하지 않는 남자와 결혼을 해야 해.,5
돈 많은 가해자의 부모가 돈은 얼마든지 주겠다며 조용히 넘어가자고 했어. 정말 혐오스러워.,5
돈 모아서 결혼하는 걸 보면 좀 다른 세계 일인 것만 같아. 난 혼자 살기도 버겁거든.,5
돈 빌려달라는 군대 후임 때문에 당황했지 뭐야.,5
동기 중에 취업 잘하려고 교수님한테 아부하는 동기가 정말 싫어.,5
동기가 승진을 하면서 학교 다니는 동안 내 연봉이 오르지 않을 것 같아서 열등감 느껴.,5
동기가 실적을 궁금해 했는데 대답을 해주지 않았어.,5
동기가 회장님의 숨겨진 아들이라고 나에게 고백했어.,5
동기들과 자꾸 실적을 비교하게 돼.,5
동기들이 모두 다른 학교로 이직했어.,5
동기랑 사귀는 게 학교에 소문이 나서 부끄러워.,5
동기에 비해 나는 많이 모자란 것 같아.,5
동네 마트에서 아내 생리대를 사는데 시선을 어디다 둘지 모르겠더라고. 그 때 부끄러웠어.,5
동네 마트에서 아내 생리대를 사는데 시선을 어디다 둘지 모르겠더라고. 그때 부끄러웠어.,5
동네 아줌마가 남편을 보고 친정 오빠가 놀러 왔냐며 물어보더라.,5
친구가 술에 잔뜩 취해서 내 옷에 구토를 했어. 기분이 너무 불쾌해.,5
친구들에게 이혼했다고 말하는 게 아직 부끄러워.,5
동생 낳고 나서부터 엄마가 나를 소홀히 하는 것 같아.,5
동생보다 공부를 못해.,5
동생에게 공부를 가르쳐 주려고 했는데 문제가 너무 어려워서 당황스러웠어.,5
동생에게 엄마한테 잘 좀 하라고 했지만 오늘도 그러지 않았어.,5
동생은 보기에도 징그러운 곤충 장난감을 가지고 놀아. 너무 혐오스러워.,5
동생은 오늘 또 삐졌는지 나랑 대화할 때 내 눈을 안 보더라 글쎄.,5
동생은 필요한 것이 생길 때에만 내게 와.,5
동생의 저금통에 동전을 자주 넣는데 일주일이 지나면 다시 빈 깡통이 되어버려. 내 동생이 너무 한심해.,5
동생이 갑자기 나에게 욕을 해서 당황스러워.,5
동생이 갑자기 나한테 이상한 메세지를 보냈어. 왜 이런 걸 보냈을까 너무 궁금해.,5
동생이 갑자기 나한테 이상한 메시지를 보냈어. 왜 이런 걸 보냈을지 너무 궁금해.,5
동생이 갑자기 나한테 참 이상한 메시지를 보냈어. 왜 이런 걸 보냈을까 너무 궁금해.,5
동생이 게임중독이야.,5
동생이 공부를 안 하는 것 같아. 얘도 이제 고등학생인데 아직도 정신을 차리지 못한 것을 보니 한심해.,5
동생이 그동안 힘들어하는 것도 모르고 있었어. 매우 죄책감이 들어.,5
동생이 길을 가다가 들고 있던 쓰레기를 아무 데나 버리는 걸 보고 혐오스러웠어.,5
동생이 길을 가다가 들고 있던 쓰레기를 아무데나 버리는 걸 보고 혐오스러웠어.,5
동생이 나보다 공부랑 운동 등 모든 면에서 뛰어난 것 같아서 눈치 보이고 열등감 들어.,5
동생이 나보다 공부를 더 잘하는 것 같아 비교되고 열등감이 느껴져.,5
동생이 나보다 공부를 잘해서 늘 칭찬 받는데 괜히 동생이 미워져.,5
동생이 나보다 너무 잘하는 것이 많아. 자꾸 비교 당해서 미워.,5
동생이 너무나도 자기 방을 지저분하게 사용해서 큰일이야.,5
동생이 대학생인데 너무 놀기만 해서 큰일이야. 너무 천하태평인 것 같아서 화가 나.,5
동생이 매일 게임만 하고 있어. 볼 때마다 한심하고 한숨만 나와.,5
동생이 수험생인데 게임만 해서 한심해 보여.,5
동생이 앞으로의 진로에 대해서 아무런 생각이 없어.,5
동생이 원래 안 그랬는데 사춘기인지 갑자기 짜증을 내고 욕도 해서 당황스러워.,5
동생이 유리를 박살내서 내가 치워야 해. 정말 속상해.,5
동생이 티브이를 보고 따라 하다가 아빠 물건을 부셨어. 너무 한심해.,5
동생이 풀었던 문제를 풀지 못한 내가 너무 한심해.,5
동생이랑 다투다가 자리를 비웠는데 가족들이 나를 찾지 않아.,5
동생한테 미안하네.,5
동성 간의 연애가 혐오스러울 때가 있어.,5
동창 모임에 이혼한 아내가 왔는데 분위기를 망칠까 봐 아무렇지 않은 척했어.,5
동창회를 하기로 했는데 정말 가기 싫어.,5
동창회만 하면 나 자신이 한심해.,5
동호회 회원 한 명이 이번에 탈퇴하겠데. 내가 지각하지 말라고 했었는데 그것 때문에 그런 거 같아 신경이 쓰여.,5
동호회에서 등산을 하다가 실수로 코스를 이탈하는 바람에 낙오돼 버렸어.,5
두 곳의 기업에 합격을 했는데 내 마음이 동일해서 선택을 못 하겠어.,5
두 달 동안 준비한 프러포즈를 거절당했어. 그래서 부끄러워.,5
드디어 취업할 기회를 얻어서 면접을 봤는데 너무 당황스러웠어.,5
디자인 부서로 취업을 했는데 엑셀을 할 줄 안다는 이유로 사수가 회계 업무를 시키셔서 당황스러워.,5
따돌림 당하는 친구를 도와주지 않고 멀리한 것이 후회가 된다.,5
따돌림 당한 뒤로 혼자서 밥먹어야 해서 너무 외로워.,5
따돌림당하는 친구를 도와주지 못해서 죄책감이 들어.,5
따돌림당하는 친구를 도와주지 않고 멀리한 것이 후회가 돼.,5
따돌림을 당하는 친구를 목격하고도 신고하지 못했어.,5
따돌림을 당한 건 난데 나를 따돌린 가해자들이 나를 학교폭력으로 신고했어. 어떻게 이런 일이 생길 수 있지?,5
따돌림을 왜 하는 걸까? 진짜 한심해.,5
딸만 둘을 낳는 바람에 집안에서 나 혼자 남자가 되어서 고립된 기분이야.,5
또 취업에 실패했어. 이번에는 부모님도 많이 기대했는데 그래서 죄책감이 너무 심해.,5
또래 친구들은 모두 취직해서 돈을 벌기 시작하는데 나만 아직도 공부 중인 것 같아서 속상해.,5
룸메이트가 약속을 어기고 함부로 친구를 갑자기 데리고 와서 당황스러워.,5
룸메이트가 자꾸 주방에 썩은 음식을 방치해. 역겨워.,5
마스크를 써서 입술 화장을 안 하고 출근했는데 선생님이 나한테 뭐라 그랬어.,5
마음 편히 같이 술 마실 사람이 없어서 혼자 술집에 왔는데 외롭고 술 맛이 없었어.,5
마음 편히 연락할 사람이 없다는 게 내 스스로 부끄러워.,5
마음에 들지 않는 친구를 왕따시켜서 그 친구의 어두운 표정이 마음에 걸려.,5
막내 직원이 나보다 더 좋은 아이디어를 내서 내가 조금은 부끄러워졌어.,5
만나고 있는 사람이 있는데 다른 사람한테 자꾸 마음이 가서 혼란스러워.,5
만난 지 육 개월밖에 안 된 남자 친구가 갑자기 프러포즈했어. 어떡하지?,5
만날 취업에 실패하니 이제 집에서 가족들 얼굴 보기도 불편한 걸 어쩌지?,5
많은 사람의 대인관계에서 적응이 어려운 성격이라 외로운 느낌이 들어.,5
말도 안 되는 논리로 자기 아이디어를 강요하는 팀원은 무슨 생각일까? 정말 정이 떨어져.,5
말도 안 되는 얘기를 그렇게 당당하게 하다니 믿을 수 없이 당황스러워.,5
망했어. 과 애들 어떻게 보지?,5
매번 구시대적 사고로 부하 직원들을 꾸짖는 선생님이 너무 싫어.,5
매번 이성한테 차이는데 뭐가 문제일까?,5
매일 나를 괴롭히던 누나가 있는데 갑자기 잘해주는거야. 너무 당황스럽고 황당해.,5
매일 나만 당하는 거 같고 창피해서 학교 못 다니겠어.,5
매일 놀러 갈 생각만 하는 학교 친구가 너무 한심해 보여.,5
매일 독서실만 가니까 혼자서 외롭게 공부하는 기분이야.,5
매일 매일 같은 공부만 하니까 지루하고 싫어.,5
매일 바쁘게 사는데도 외로워.,5
매일 아침 옷을 고르는 데만 거의 한 시간을 허비해. 남의 시선을 병적으로 신경 쓰는 것 같아서 고치고 싶어.,5
매일 옷 어떻게 입고 가야 할지 걱정이야.,5
맨날 괴롭히는 애들이 애들 많은 복도에서 또 놀리려고 해서 도망쳤어. 진짜 바보 같아.,5
맨날 밥을 혼자 먹는데 애들이 쳐다봐서 신경 쓰여.,5
머릿속으로만 좋아한다고 고백하고 말로 용기 내서 고백 한 번 못한 내 자신이 부끄러워.,5
먹기 싫은 우유를 억지로 마시려니 너무 괴로워!,5
먹던 시리얼에서 벌레가 나왔어.,5
메신저를 열어놓고 자리를 비웠는데 다른 사람이 나 대신 메신저 답을 보내서 너무 당황스럽더라고.,5
며칠 전에 소개팅했는데 정말 잘생긴 남자였어. 먼저 문자 보냈는데 그 남자한테 답장이 없었어.,5
며칠 전에 친구에게 마음에도 없는 모진 소리를 했는데 너무 후회돼.,5
며칠 후면 학부모 참관 수업이 있는데 부모님한테 차마 오라는 말을 못하겠어.,5
면접 합격문자가 시스템 오류로 잘못 합격 문자가 온 거였어. 너무 당황스러워.,5
면접에서 계속 탈락하다 보니 취업 준비가 혐오스러워.,5
면접에서 떨어졌는데 면접관이 나를 어떻게 봤을지 너무 궁금해.,5
면접을 망쳐서 떨어질 줄로만 알았던 학교에서 연락이 와서 당황했어.,5
면접을 봤는데 내 정장이 나한테 잘 맞았는지 모르겠어. 면접관이 옷을 지적했거든.,5
면접장에 갔는데 주변 사람들이 다 나보다 젊어 보여서 견제가 되더라고.,5
명절 때마다 엄마가 친척들에게 내 자랑을 과장해서 해서 민망해.,5
명절 때마다 엄마는 친척들에게 내 자랑을 엄청 해서 당황스러워.,5
명품가방 살까?,5
몇 년 동안 성적이 일정해서 고민이야.,5
몇 년 전 아빠가 크게 다쳐서 거동이 불편하신데 오늘 길을 가다 아빠를 보고 모른 척 했어.,5
몇 년째 공무원 시험에 합격하지 못해서 부모님께 죄송스러워.,5
몇 년째 취업을 못 해서 걱정이야. 날 기다려주시는 부모님께 죄송해.,5
모두가 취업하고 나만 남았어. 사실 아직도 내가 어떤 일을 해야 하는 건지 잘 모르겠어.,5
모든 사람이 나를 보는 거 같아서 어떤 진로를 정해야 하나 너무 고민이야.,5
모르는 문제가 나왔는데 빈 답안지로 제출했어. 찍기라도 해야 했는데 후회돼,5
목표를 세우면 항상 작심삼일이야. 내 스스로가 부끄러워.,5
몰래 건드리지 말았어야 했는데. 내가 왜 그랬을까?,5
몰래 소개팅에 나갔는데 남자친구한테 너무 미안해.,5
무척 당황스러운 일이 있었어. 따돌림당하던 애가 나한테 살려 달라고 하지 뭐야.,5
문과와 이과 중에서 내 적성에 맞는 게 무엇인지 모르겠고 혼란스러워.,5
문서 하나 제대로 못 쓰는 나를 보고 팀장님께서 어떻게 생각하실까 걱정이야.,5
물놀이를 좋아하지 않아 가족들과 어울리지 않고 숙소에 혼자 있었더니 고립된 기분이야.,5
뭐든 다 잘하는 오빠한테 너무 열등감이 들어.,5
미술 쪽으로 가야 할지 운동 쪽으로 가야 할지 너무 고민돼서 괴로워.,5
미치겠네. 팀장님이 보고서를 달라고 하는데 하나도 못 했어.,5
믿었던 친구에게 솔직한 생각을 얘기했는데 그 친구도 날 이해하지 못하고 떠나서 외로워.,5
바람 피우고 있는 것을 아이에게 들켰어. 그래서 당황했어.,5
바람 피워서 헤어진 전 여자 친구가 한 달 만에 연락했어.,5
바람피우고 있는 것을 아이에게 들켰어. 그래서 당황했어.,5
바로 옆에 있는 후배가 먼저 승진을 했어.,5
바로 옆자리 후배가 나보다 먼저 승진을 했어.,5
바빠지다 보니 부모님과의 관계에 소홀해진 것 같아서 죄책감이 들어.,5
밖에 나가면 사람들이 나를 쳐다보는 거 같아.,5
밖에서 억울한 일을 당해서 하소연하고 싶은데 집에 아무도 없어.,5
밖이라도 손 정도는 잡아도 되는데 그게 고민이야.,5
반 배정이 나왔는데 우리 반에 친한 친구가 한 명도 없어. 너무 외로워.,5
반 아이들에게 조용히 하라고 했는데 모두가 내 말을 무시했어. 너무 속상해.,5
반 아이들이 나를 따돌리는 것 같아. 아무도 나랑 말을 하지않아.,5
반 아이들이 나만 따돌림을 시키는 것 같아.,5
반 애들이 친절하게 굴다가 뒤에서는 같이 나를 따돌리고 있다는 것을 알고 있어.,5
반 얘들은 반장이 공부도 잘 하고 착한 줄 알아. 반장보다 내가 착하고 공부도 잘 하는데.,5
반 친구들 행동이 혼란스러워. 이게 학교 폭력인가?,5
반 친구들은 반장이 공부도 잘 하고 착한 줄 알아. 반장보다 내가 착하고 공부도 잘 하는데 기분이 나빠.,5
반 친구들이 나에게도 잘못이 있다고 얘기해서 너무 속상해.,5
반 친구를 좋아한다고 고백했는데 그 이후로 다들 나를 이상한 애 취급해서 너무 당황스러워.,5
반에서 공부를 잘 하는 애가 있는데 다 비싼 과외를 받아서 그래.,5
반에서 공부를 잘 하는 애가 있는데 비싼 과외를 받아서 그래.,5
반에서 나 혼자만 수학 오 등급을 받아서 너무 부끄럽고 속상해.,5
반에서 나랑 친하게 지내고 싶어 하는 친구가 없어서 속상해.,5
반에서 내가 관심 없던 남자애가 나한테 고백을 했어. 너무 당황스러워.,5
반에서 따돌림을 당하는 친구가 있는데 그 애를 보고도 신고도 하지 못해서 미안해.,5
반에서 수학여행 때 장기자랑을 할 팀을 뽑았는데 내가 되었어. 너무 당황스러워.,5
반에서 친구가 따돌림당하는걸 보고도 나도 따돌림 당할까 봐 모른 척한 내가 한심해.,5
반에서 친구들이 나에게 말을 안 걸어줘서 너무 외로워.,5
반친구들이 내 옆자리 친구를 괴롭히는데 난 도와주지 못하고 그냥 책만 보고 있었어.,5
발표 자료가 끝이 안 보여. 내가 너무 한심해.,5
밥을 먹고 나서 친구가 내 카드를 뺏더니 마음대로 계산을 해서 당황스러웠어.,5
방 청소를 안 하는 누나가 혐오스러워.,5
방금 화장실 청소를 끝내고 나왔는데 친구가 화장실이 급하대.,5
방금까지 여자 친구를 욕하던 친구가 여자 친구에게 전화가 오자마자 달려갔지 뭐야 당황스럽게.,5
방에서 성인 영화를 보는데 엄마한테 들켰어.,5
방에서 자는 엄마는 내가 어제 몇 시에 들어왔는지도 모르는 것 같아. 정말 서러워.,5
"방에서 자는 엄마는 내가 어제 몇 시에 들어왔는지도 모르시더라, 정말 서러워.",5
방학 동안에 실컷 놀아놓고 내 숙제를 보여 달라는 애들이 미워.,5
방학 때 집에서 공부만 하니까 친구들하고 멀어진 느낌이야.,5
방학동안에 실컷 놀아놓고 내 숙제를 보여 달라는 애들이 미워.,5
백수 생활 삼 년째인데 놀다 보니 적응했어. 다시 취업할 수 있을까?,5
백수인 남자친구가 데이트 할 때 절대 계산을 안 하는 점이 당황스러워.,5
버스를 탑승한 뒤 친구의 집에 지갑을 두고 온 것을 알게 돼서 당황스러워.,5
버스에 탑승한 뒤 친구의 집에 지갑을 두고 온 것을 알게 돼서 당황스러워.,5
벌써 남자친구랑 헤어진 지 일 년이 넘었어.,5
벌써 몇 년째 취직을 못 해서 부모님께 죄송스러워. 빨리 취직해서 고생 그만 시켜야 하는데.,5
벌써 일 년째 취업을 못 하고 집에만 있으니까 부모님께 미안하다.,5
별 것도 아닌 일로 내가 친구를 때렸어. 이제 생각하면 너무 부끄러워.,5
볼펜으로 쓴 답을 수정해야 하는데 필통에 화이트가 없어서 당황스러웠어.,5
봉사 모임에 처음으로 나가게 됐는데 내가 낯을 많이 가려서 걱정이 커.,5
부끄럽게 남편은 아이들이 있는 데서 뽀뽀를 하려고 해.,5
부끄럽게 남편은 애들 있는 데에서 뽀뽀를 하려고 해.,5
부모님 몰래 남자친구를 사귀고 있는데 거짓말 하는 게 너무 죄책감이 들어.,5
부모님 몰래 남자친구를 사귀고 있는데 거짓말하는 게 너무 죄책감이 들어.,5
부모님과 떨어져 직장 생활을 하고 있는데 퇴근 후 집에 오면 너무 쓸쓸해 들어가기 싫어져.,5
부모님과 떨어져 직장생활을 하고 있는데 퇴근 후 집에 오면 너무 쓸쓸해서 들어가기 싫어져.,5
부모님께 감사하고 죄송한 일이 많은데 표현하는 게 너무 부끄러워.,5
부모님께 나와 애인의 사이를 들켜버린 게 너무 부끄럽고 후회 돼.,5
부모님께 남자 친구를 보여 드려야 하는데 걱정이야.,5
부모님께 부끄러워.,5
부모님께 자랑스러운 딸이 되고 싶은데 아닌 것 같아서 속상해.,5
부모님께서 남자친구를 데려오래. 실은 나 남자친구 없어.,5
부모님은 내가 당연히 좋은 대학에 갈 거라고 자부하는 것 같아 당황스러워.,5
부모님은 내가 좋아하는 건 관심이 없고 오직 내 성적만 중요하게 생각하셔.,5
부모님은 우리 형이 전교 꼴찌라는 이유로 서로의 머리가 나쁘다고 싸우는데 그게 한심하게 느껴져.,5
부모님은 일 나가서 집에도 잘 안 들어오시고 온종일 집에 혼자 있어야 하니 외로워.,5
부모님은 중소기업에 합격한 내가 부끄러우신가 봐.,5
부모님은 착한 나보다 똑똑한 오빠를 더 좋아하는 것 같아.,5
부모님은 하루도 나를 가만히 두질 않아.,5
부모님은 항상 언니와 내 성적을 비교하면서 잔소리를 하시는데 억울하고 속상해.,5
부모님이 갑자기 나한테 할머니 댁에 올라가서 한 달 동안 머물라고 하셔. 너무 당황스러워.,5
부모님이 걱정하실까 봐 보이지 않는 곳만 맞았어.,5
부모님이 나를 좋아하는지 혼란스러워.,5
부모님이 나보고 독립하라셔.,5
부모님이 내 동생을 가지셨대.,5
부모님이 내 임신 사실을 알지 못할 거라고 생각했는데 알고 있다고 하셔서 당혹스러웠어.,5
부모님이 내가 따돌림 당한다는 사실을 아셨어. 너무 민망해.,5
부모님이 대학까지 보내주셨는데 취업도 못 하는 내가 너무 한심해.,5
부모님이 동생만 챙겨주시고 나는 별로 신경 쓰지 않으셔서 힘들어.,5
부모님이 동생만 챙기셔서 너무 힘들어.,5
부모님이 바쁘셔서 나한테 무관심한 것 같아.,5
부모님이 바쁘셔서 집에 늦게 돌아와 외로워.,5
부모님이 시험을 위해 열심히 지원해주셨는데 성적이 기대에 못 미쳐서 죄송스러워.,5
부모님이 오빠만 신경 써주시고 나한테는 관심이 없으신 거 같아. 외로워.,5
부모님이 자꾸 주변 사람들에게 나를 자랑하시는데 나는 그게 너무 낯 뜨거워.,5
부모님이 자꾸 주변사람들에게 나를 자랑하시는데 나는 그게 너무 낯 뜨거워.,5
부모님이 지금 전공이 취업이 잘 된다고 하셔서 선택했는데 내 적성에 맞지 않아 당황스러워.,5
부모님이 학교에서 친구에게 맞으시냐고 물으시는데 말문이 막혀서 당황스러웠어.,5
부모님이랑 싸워서 기분이 우울하니 세상에 나 혼자 있는 것 처럼 느껴져서 외로워,5
부부 동반 모임 중에 남편과 다퉈버렸어. 당황스럽고 민망해.,5
부장님께서 일주일 전에 부탁하신 일이 있었는데 잊어먹고 있다가 이제야 생각이 나서 너무 당혹스러워.,5
부장님에게 이번 프로젝트 잘 할 수 있다고 자신 있게 말했는데 실적이 엉망이야.,5
부장님이 나를 크게 오해하고 계셔. 그런데 어떻게 해명을 할지 모르겠어.,5
부장님이 자기 아들을 소개해주려고 해.,5
부장님이 하란 대로 일을 하고 있는데 나중에 차장님이 오셔서 그렇게 하면 안 된다고 하셔서 어떻게 해야 할지 너무 혼란스러웠어.,5
부장님이 회식에서 여직원을 만지는 것을 봤어. 너무 혐오스러워.,5
부장의 출장 기간에 지시한 업무가 이해가 안 돼서 혼란스러워.,5
부장이 부하 직원들에게 음담패설을 서슴없이 던져서 당황스러워.,5
부하 직원들 앞에서 선생님한테 혼나니까 너무 부끄럽더라.,5
부하직원이 업무를 하다 실수를 했어. 어떻게 대처해야 할지 고민이야.,5
부하직원이 일을 너무 잘해서 내가 비교를 당하는 것 같아서 짜증이 나.,5
분명 시험지를 풀 때는 다 맞았다고 생각했는데 답을 보니 다 틀렸다고 나와서 당황스러워.,5
분명 잘 지내던 친구들인데 하루아침에 쌀쌀 맞게 바뀐 친구들의 태도가 당황스러워.,5
분명 잘 지내던 친구들인데 하루아침에 쌀쌀맞게 바뀐 친구들의 태도가 당황스러워. ,5
분홍색 머리로 염색을 해도 될까?,5
불편한 모임에 참석하기 싫어서 급한 일이 있다고 거짓말 한 게 마음에 걸리네.,5
비가 너무 심하게 내려서 직장에 출근할 수가 없어.,5
빨리 취업해야 부모님 짐을 덜어드릴 수 있을 텐데. 부모님께 너무 죄송해.,5
사귀는 사람이 나에게는 말도 없이 혼자 여행을 떠나서 당황스러워.,5
사귀던 사람에게 프러포즈를 받았는데 어떻게 해야 할지 모르겠어.,5
사귀던 사람한테 돈을 빌려줬는데 전혀 갚을 생각을 안 해.,5
사귄 지 십 년 된 남자 친구가 있는데 요즘에는 데이트해도 외롭다는 생각이 계속 들어.,5
사귄 지 한 달 만에 남자친구가 결혼 이야기를 꺼내서 당황스러워.,5
사내 식당에서 밥을 먹고 나오다가 발이 꼬여서 넘어지면서 식판을 엎었어. 다른 것보다 시선이 쏠려서 부끄럽고 창피해.,5
사내 연애 중인 여자친구가 학교에서 가벼운 스킨십을 시도하는데 어떻게 해야 할지 모르겠어.,5
사내 연애를 하는 걸 부장님께 들켜버렸어.,5
사람들 안 만나고 일만 하다 보니 너무 외로워.,5
사람들 앞에 서면 늘 긴장되고 부끄러워서 걱정이야.,5
사람들에게 청첩장을 다 돌렸는데 파혼하게 돼서 창피해.,5
사람들은 내가 편집장이 된 게 싫나 봐. 다들 나를 아니꼽게 봐.,5
사람들은 왜 생각 없이 말하는 걸까? 친구들 만나고 들어와서 기분만 나빠졌어.,5
사람들은 왜 서로를 못 잡아먹어서 안달 난지 모르겠어! 진짜 사람들이란.,5
사람들은 항상 좋은 직업에 환호해. 나는 내가 원하는 것을 하고 싶은데 말이야.,5
사람들이 내가 말하는 거에 반응이 없으면 너무 뻘쭘해.,5
사람들이 왜 자꾸 나에게 둘째 계획을 묻는 걸까?,5
사람들이 우리를 자연스러운 사랑으로 인정하지 않고 의심부터 하는 게 정말 충격적이더라.,5
사람들이 자꾸 나만 쳐다보는 것 같아서 신경 쓰여. 마음이 불편해.,5
사람들이 혹시라도 내 애인에 관해 물어보면 난 당당하게 대답할 자신이 없어.,5
사람들이 혹시라도 내 애인에 대해 물어보면 난 당당하게 대답할 자신이 없어.,5
사람을 겉모습으로 판단하는 버릇을 고치고 싶어.,5
사무실 옆자리 남 직원이 나를 좋아하는 것 같아.,5
사무실 옆자리 남직원이 나를 좋아하는 것 같아.,5
사무실에 공동 경비가 사라졌는데 직장 친구들이 나를 범인으로 의심하고 있어 어이없게.,5
사실 내가 없었으면 못 했을 일인데 동기가 큰 활약으로 주목을 받아서 기분이 좋지 않아.,5
사실 어제 입은 원피스 친구 따라서 산 건데 우연히 같은 걸 주문했다고 했어.,5
사실 학기 초부터 나를 괴롭히는 애들이 있는데 반 친구들에게는 알리고 싶지 않아.,5
사이가 좋지 않은 친구가 다른 친구들에게 내 뒷이야기를 하고 나를 외톨이로 만들려는 것 같아서 당혹스러워.,5
사장님이 나를 불러서는 내가 이 학교가 적성에 안 맞는 것 같다고 하셔서 혼란하네.,5
